news_id,news_title,event,location_prediction,village,district,state,date_prediction,event_type,url
62f7ce2ed1eafd03bd6feb86,Mehbooba Dissolves PDP's Political Affairs Committee,(PTI),SRINAGAR,,,,2019-07-20T09:37:17.000Z,strike,https://kashmirobserver.net/2019/local-news/mehbooba-dissolves-pdps-political-affairs-committee-44901
62f7ce2ed1eafd03bd6feb8c,Pak Prime Minister Imran Khan Leaves For Visit To US,"Prime Minister Imran Khan would stay at the residence of Pakistan's ambassador to reduce cost of expensive hotels during his maiden trip to the US.During his maiden trip to the US, Prime Minister Imran Khan would meet Pakistan diaspora, heads of IMF and World Bank, investors, media people, editors and also deliver a talk at the US Institute of Peace.Efforts for arranging his maiden trip to the US President Donald Trump have been going on for months.However, The Express Tribune reported that Saudi Crown Prince Mohammed bin Salman played a key role in arranging his maiden trip to the US.According to officials with direct knowledge of Efforts for arranging the Imran-Trump meeting, Saudi Crown Prince Mohammed bin Salman used Saudi Crown Prince Mohammed bin Salman's personal contacts with President Donald Trump's son-in-law Jared Kushner to arrange the invitation for the prime minister to the White House, The Express Tribune reported.Efforts to arrange the prime minister's trip to the US began in December last year after President Donald Trump wrote a letter to Prime Minister Imran Khan, seeking Prime Minister Imran Khan's help in facilitating the Afghan peace process.An official, who is familiar with the development, told The Express Tribune that the prime minister was keen to have a face-to-face interaction with President Donald Trump because the prime minister was of the view that such a meeting would help dispel many misperception President Donald Trump may have about Pakistan and Pakistan's role in the region .In March, President Donald Trump indicated President Donald Trump's readiness to meet Pakistan's new leadership, amidst the ongoing peace talks between the US and Afghan Taliban facilitated by ISLAMABAD — to end the brutal war in Afghanistan.",ISLAMABAD,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/pak-prime-minister-imran-khan-leaves-visit-us-44903
62f7ce2ed1eafd03bd6feb8c,Pak Prime Minister Imran Khan Leaves For Visit To US,"""Pakistan - we'll be meeting with Pakistan.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/pak-prime-minister-imran-khan-leaves-visit-us-44903
62f7ce2ed1eafd03bd6feb8c,Pak Prime Minister Imran Khan Leaves For Visit To US,"President Donald Trump think we's relationship right now is very good with Pakistan,"" President Donald Trump said at the end of a the White House media interaction when a journalist asked President Donald Trump to comment on the current situation between India and Pakistan.US envoy Zalmay Khalilzad is spearheading efforts to strike a peace deal with Afghan Taliban with the help of Pakistan.US envoy Zalmay KhalilzadAfghanistan , said that Pakistan has an important role to play in Afghan peace talks and cannot be under estimated.The representatives of Afghan Taliban, the US as well as officials from Pakistan and Saudi Arabia have been meeting in Doha, Qatar.",India,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/pak-prime-minister-imran-khan-leaves-visit-us-44903
62f7ce2ed1eafd03bd6feb8c,Pak Prime Minister Imran Khan Leaves For Visit To US,"meeting were facilitated by ISLAMABAD — as the US continues to seek an end to the nearly 18-year war in Afghanistan that has killed over 2,000 US soldiers.",ISLAMABAD,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/pak-prime-minister-imran-khan-leaves-visit-us-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","""FM Qureshi said the PM's decision to bring top military officials to Washington was ""a good omen"" for Pakistan when asked about the PM's decision to bring top military officials to Washingtonthe PM's.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","Foreign Minister Shah Mehmood Qureshi said: ""You know what was being said before.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","The political government wants a certain thing, the establishment does not... that there's disconnect between the civilian and the military establishments... that the civilian and the military establishments are not on the same page.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","Both civil and military leaders are focusing on Pakistan's interests, on the challenges before Pakistan,"" Foreign Minister Shah Mehmood Qureshi added.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","""We are moving ahead.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit",Pakistan are grateful to Pakistan's forces for such a responsible approach.,Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit",a small group meeting would be in the Oval Office and an extended meeting in the cabinet room.,Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit",Pakistan Prime Minister Imran Khan would also have a one-on-one meeting with President Trump.,Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","Later in the evening, Pakistan Prime Minister Imran Khan would attend a community event at Washington's Capital One Arena.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","""We are expecting between 15,000 and 20,000 people,"" said chief organizer of a community event Dr Abdullah Riar.Pakistan Prime Minister Imran Khan's other engagements include a meeting of Pakistani-Americans investors, media interviews, addressing the US-Pakistani Business Council and a dinner meeting with selected leaders of the United States's corporate sector.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","""This summit-level interaction is happening after a five-year gap.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb8d,"Army, ISI Chiefs Accompany Pakistan PM On US Visit","In a five-year gap, bilateral relations got from bad to worse,"" said Foreign Minister Shah Mehmood Qureshi, crediting Pakistan Prime Minister Imran Khan for halting got.",Pakistan,,,,2019-07-20T10:12:50.000Z,strike,https://kashmirobserver.net/2019/regional-news/army-isi-chiefs-accompany-pakistan-pm-us-visit-44903
62f7ce2ed1eafd03bd6feb91,"Husband-wife duo dead, 4 others injured in Ramban road accident",&#8220;A vehicle coming back from Shravadhar yatra in Pogal-Paristan met with an accident and rolled down into a gorge near Binjoni area of [&#8230;],Srinagar,Srinagar,Srinagar,JAMMU & KASHMIR,2019-07-20T10:35:56.000Z,kill,http://feedproxy.google.com/~r/kashmir-reader/~3/_8DJV-viBQA/
62f7ce2ed1eafd03bd6feb92,Journalists hold protest against ToI report targeting Kashmir media and journalists,"Journalist bodies staged protests after a report published in Times of India newspaper, targeting Kashmir media and journalistsTimes of India newspaper Kashmir Press Club.",Srinagar,Srinagar,Srinagar,JAMMU & KASHMIR,2019-07-20T10:38:07.000Z,protest,http://feedproxy.google.com/~r/kashmir-reader/~3/nUcIs3o5CBA/
62f7ce2ed1eafd03bd6feb92,Journalists hold protest against ToI report targeting Kashmir media and journalists,The [&#8230;],Srinagar,Srinagar,Srinagar,JAMMU & KASHMIR,2019-07-20T10:38:07.000Z,protest,http://feedproxy.google.com/~r/kashmir-reader/~3/nUcIs3o5CBA/
62f7ce2ed1eafd03bd6feb96,Two held in Turbhe triple murder case,"Thane: Navi Mumbai police have arrested two persons from Satna in Madhya Pradesh, a week after three men were found brutally killed in a godown in Turbhe area, an officer said.",Satna,,,,2019-07-20T11:07:58.000Z,crime,http://feedproxy.google.com/~r/kashmir-reader/~3/75_uFiSTbnw/
62f7ce2ed1eafd03bd6feb96,Two held in Turbhe triple murder case,"According to investigators, previous enmity seems to be the trigger behind the crime in which three men [&#8230;]",Satna,,,,2019-07-20T11:07:58.000Z,crime,http://feedproxy.google.com/~r/kashmir-reader/~3/75_uFiSTbnw/
62f7ce2ed1eafd03bd6feb9b,Civilian injured in cross-LoC firing in Poonch,A civilian was identified as Zaffer Ullah Khan (deputy Sarpanch of Balnoi Kashti).,India,,,,2019-07-20T11:34:00.000Z,strike,http://risingkashmir.com/news/civilian-injured-in-cross-loc-firing-in-poonch-
62f7ce2ed1eafd03bd6feb9b,Civilian injured in cross-LoC firing in Poonch,"A civilian was hit by splinters of a mortar shell which exploded near A civilian's house at KG sector, officials said.",India,,,,2019-07-20T11:34:00.000Z,strike,http://risingkashmir.com/news/civilian-injured-in-cross-loc-firing-in-poonch-
62f7ce2ed1eafd03bd6feb9f,"3 Family Members Killed, 4 Others Injured In Banihal Road Accident","All the injured were evacuated to nearby hospital where Three persons of a family All the injured were declared brought dead on arrival.Three persons of a family have been identified as Surjit Singh (50), Surjit Singh (50)'s wife Kaushali and Surjit Singh (50), his wife Kaushali and their daughter Neelum Devi (20) of Koot area of Ukhriyal's daughter Neelum Devi (20) of Koot area of Ukhriyal.Additional Deputy Commissioner Dr. Basharat Inqualabi, when contacted confirmed died.",Koot,,,,2019-07-20T11:49:46.000Z,murder,https://kashmirobserver.net/2019/local-news/3-family-members-killed-4-others-injured-banihal-road-accident-44907
62f7ce2ed1eafd03bd6feb9f,"3 Family Members Killed, 4 Others Injured In Banihal Road Accident",Additional Deputy Commissioner Dr. Basharat Inqualabi said that All the injured after being operated upon in a local health facility have been removed to district hospital Ramban for specialized treatment.,Koot,,,,2019-07-20T11:49:46.000Z,murder,https://kashmirobserver.net/2019/local-news/3-family-members-killed-4-others-injured-banihal-road-accident-44907
62f7ce2ed1eafd03bd6feba0,3 Of Family Among 4 Killed In Ramban Accident,(PTI),Senabati,,,,2019-07-20T11:49:46.000Z,murder,https://kashmirobserver.net/2019/local-news/3-family-among-4-killed-ramban-accident-44907
62f7ce2ed1eafd03bd6feba1,3 Of Family Killed in Highway Mishap,"Meanwhile, a 19-year-old scooty rider was killed after an oil tanker hit a 19-year-old scooty rider in South Kashmir’s Shopian district.Official sources said that an oil tanker hit scooty (JK13D -3510) near Sindoo Shirmal village of South Kashmir’s Shopian district, leaving a 19-year-old scooty rider critically Injured.a 19-year-old scooty rider was shifted to district hospital Shopian for treatment where a 19-year-old scooty rider succumbed to a 19-year-old scooty rider's Injuries, Official sources said.a 19-year-old scooty rider has been identified as Moonis Shabir son of Shabir Ahmad Bhat of Gaberpora Hawal of Pulwama district.A Police official confirmed the Incident and said that a case has been registered and investigation started.",Senabati,,,,2019-07-20T11:49:46.000Z,murder,https://kashmirobserver.net/2019/local-news/3-family-killed-highway-mishap-44907
62f7ce2ed1eafd03bd6feba2,"China, India should not allow any individual case to disrupt bilateral ties: Envoy","As Chinese President Xi Jinping is set to visit India later this year for Chinese President Xi Jinping's second informal summit with Prime Minister Narendra Modi, China has said the two neighbours should not allow any ""individual case at certain time"" to disrupt the bilateral relations and take more initiatives to move forward the bilateral relations in a steady and sound way.",India,,,,2019-07-20T12:07:00.000Z,strike,http://risingkashmir.com/news/china-india-should-not-allow-any-individual-case-to-disrupt-bilateral-ties-envoy
62f7ce2ed1eafd03bd6feba2,"China, India should not allow any individual case to disrupt bilateral ties: Envoy","China's new Ambassador to India Sun Weidong said that with two strong leaders at the helm in the two neighbours, the bilateral relations are set to reach new heights.",India,,,,2019-07-20T12:07:00.000Z,strike,http://risingkashmir.com/news/china-india-should-not-allow-any-individual-case-to-disrupt-bilateral-ties-envoy
62f7ce2ed1eafd03bd6feba4,Kashmir Journalists Protest Against ToI's 'Defamatory' Report,"Journalists from both national and regional media vociferously condemned the baseless and misleading report published in Times of India (ToI) the other day Times of India (ToI) in unanimous voice said that Pandith has no right to defame credible institutions like Kashmir Press Club, Kashmir Editors Guild and English daily Kashmir Reader.",SRINAGAR,,,,2019-07-20T12:08:38.000Z,protest,https://kashmirobserver.net/2019/local-news/kashmir-journalists-protest-against-tois-defamatory-report-44908
62f7ce2ed1eafd03bd6feba4,Kashmir Journalists Protest Against ToI's 'Defamatory' Report,"Besides this, Scores of Kashmiri journalists also deplored the act of labelling Kashmiri journalists by Pandith who is unfortunately notorious for disseminating fake news to suit Pandith's personal agenda and to avenge Pandith's group’s loss in the recently-held elections of Kashmir Press Club.",SRINAGAR,,,,2019-07-20T12:08:38.000Z,protest,https://kashmirobserver.net/2019/local-news/kashmir-journalists-protest-against-tois-defamatory-report-44908
62f7ce2ed1eafd03bd6feba4,Kashmir Journalists Protest Against ToI's 'Defamatory' Report,Scores of Kashmiri journalists further said that Pandith has relied on unsubstantiated claims to malign and endanger the entire journalist fraternity of Kashmir.,SRINAGAR,,,,2019-07-20T12:08:38.000Z,protest,https://kashmirobserver.net/2019/local-news/kashmir-journalists-protest-against-tois-defamatory-report-44908
62f7ce2ed1eafd03bd6feba4,Kashmir Journalists Protest Against ToI's 'Defamatory' Report,"Members from Kashmir Press Club, Kashmir Editors Guild, Kashmir Working Journalists Association, Kashmir Journalists Association, Kashmir Press and Photographers Association and several other organisations demanded strict action against Pandith.",SRINAGAR,,,,2019-07-20T12:08:38.000Z,protest,https://kashmirobserver.net/2019/local-news/kashmir-journalists-protest-against-tois-defamatory-report-44908
62f7ce2ed1eafd03bd6feba4,Kashmir Journalists Protest Against ToI's 'Defamatory' Report,Scores of Kashmiri journalists also demanded that membership of Pandith at Kashmir Press Club should be cancelled without any delay.,SRINAGAR,,,,2019-07-20T12:08:38.000Z,protest,https://kashmirobserver.net/2019/local-news/kashmir-journalists-protest-against-tois-defamatory-report-44908
62f7ce2ed1eafd03bd6feba4,Kashmir Journalists Protest Against ToI's 'Defamatory' Report,"Moreover, it was demanded that Times of India (ToI) must immediately remove the baseless and misleading report published in Times of India (ToI) the other day and immediately publish an unconditional apology for publishing Pandith's fantasies.",SRINAGAR,,,,2019-07-20T12:08:38.000Z,protest,https://kashmirobserver.net/2019/local-news/kashmir-journalists-protest-against-tois-defamatory-report-44908
62f7ce2ed1eafd03bd6feba4,Kashmir Journalists Protest Against ToI's 'Defamatory' Report,"Scores of Kashmiri journalists were holding placards which read: “Shame on Times of India (ToI), Pandith is a disgrace to journalism, Down With Fake News, Don't Throttle Press in Kashmir and cancel Pandith Kashmir Press Club membership” etc.",SRINAGAR,,,,2019-07-20T12:08:38.000Z,protest,https://kashmirobserver.net/2019/local-news/kashmir-journalists-protest-against-tois-defamatory-report-44908
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"resolution of Kashmir issue, his added,  is bound to take place and that his is saying it with ""full responsibility"".his slammed Hurriyat for not talking to New Delhi and  recalled that how Hurriyat leaders did not open Hurriyat leaders's doors for visiting members of the all-party delegation once led by his to the Valley.",SRINAGAR,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,his's statement follows a series of similar noises made by senior BJP leaders including the home minister Amit Shah.,SRINAGAR,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,senior BJP leaders including the home minister Amit Shah have been talking about resolving Kashmir by  executing BJP's long-standing ideological agenda on J&K.,SRINAGAR,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,The Prime Minister Narendra Modi The Prime Minister Narendra Modi himself has often made a case for the removal of the Article 370 and 35A which give special cinstitutional status to Kashmir.,SRINAGAR,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"According to The Prime Minister Narendra Modi himself the Article 370 and 35A which give special cinstitutional status to Kashmir have done ""maximum damage"" to Kashmir as no investors wanted to go to Kashmir as no investors couldn't buy land.",SRINAGAR,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"Ironically, the PM at the same time has also defended the former Prime Minister Atal Bihari Vajpayee slogan of 'Insaniyat, Jamhooriyat and Insaniyat'.the former Prime Minister Atal Bihari Vajpayee's call for resolution of Kashmir ""within the ambit of Insaniyat"" was about working for a consensus-based resolution of Kashmir with Pakistan on board.",Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,a consensus-based resolution of Kashmir with Pakistan on board was also about willingness to talk to separatists in Kashmir  outside the framework of the Constitution.,Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"But in BJP's five years in power, BJP has desisted from engaging with Kashmiri separatists or Pakistan except on BJP's  terms.",Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"In fact,  BJP's accent is now more on removal of the Article 370 and 35A which give special cinstitutional status to Kashmir.",Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"Article 35A defines permanent residents of Kashmir, restricts employment  to permanent residents and grants state legislature power with regard to settlements in Kashmir.",Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"Now if Article 35A goes, goes means the protection available to permanent residents will go and the protection available to permanent residents will also go in case of employment and acquisition of property and scholarships.This has created some anxiety in Kashmir about BJP's policy on Kashmir.",Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"the home minister Amit Shah has only further made it clear  that Article 370 will be withdrawn from Jammu and Kashmir.If anything, BJP's Kashmir policy is thus destined to add to the deep sense of grievance  in Kashmir.",Jammu and Kashmir,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,In recent years Kashmir has already witnessed much turmoil over the attempts to withdraw Kashmir's special position under the Constitution.,Jammu and Kashmir,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"But as Pakistan Prime Minister Imran Khan too has mentioned in Pakistan Prime Minister Imran Khan's statements, it is the PM Modi too who is seen as the best hope for a Kashmir resolution.",Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,"And Pakistan Prime Minister Imran Khan is not alone in this opinion, a significant section of public opinion in Kashmir also shares this opinion.",Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
62f7ce2ed1eafd03bd6febba,DM’s Statement Evokes Hope for Forward Movement on Kashmir,And there is a reason for shares.,Pakistan,,,,2019-07-20T17:05:11.000Z,strike,https://kashmirobserver.net/2019/ko-analysis/dms-statement-evokes-hope-forward-movement-kashmir-44911
